"Course","CHEM325","Integrated Chemistry Laboratory I","Chemistry","UBC","","MCXEzVOIn1EI"
"Course","CHEM327","Introduction to Materials Chemistry","Chemistry","UBC","","UEaDfn2N747o"
"Course","CHEM329","Research Ethics and Data Analysis Skills","Chemistry","UBC","","sgxL9e61uUNf"
"Course","CHEM330","Advanced Organic Chemistry","Chemistry","UBC","","1es4pJ0fS5EC"
"Course","CHEM335","Chemistry Integrated Laboratory II","Chemistry","UBC","","iTpjRQWs6XVX"
"Course","CHEM341","Global Challenges: A Chemical Perspective","Chemistry","UBC","","sw0xT6Q0lg2X"
"Course","CHEM345","Integrated Chemistry Laboratory II","Chemistry","UBC","","pLJK3dVCkyZJ"
"Course","CHEM398","Co-operative Work Placement I","Chemistry","UBC","","xeiTEvcMDWwV"
"Course","CHEM399","Co-operative Work Placement II","Chemistry","UBC","","pW0SxGEnBhtV"
"Course","CHEM401","Principles of Spectroscopy","Chemistry","UBC","","bpXgzPsIhvwf"
"Course","CHEM402","Diffraction Methods","Chemistry","UBC","","M1BcX2d0Chmq"
"Course","CHEM403","Surface Chemistry and Surface Analysis","Chemistry","UBC","","hxVXONXOWTWe"
"Course","CHEM405","Biophysical Chemistry","Chemistry","UBC","","qdRJ412daJF4"
"Course","CHEM406","Polymer Chemistry","Chemistry","UBC","","FX6wu6vjVq04"
"Course","CHEM407","Statistical Mechanics in Chemistry","Chemistry","UBC","","miQpUmSPIJTN"
"Course","CHEM410","Properties of Materials","Chemistry","UBC","","vYkLzuIwpZLm"
"Course","CHEM411","Synthesis and Chemistry of Natural Products","Chemistry","UBC","","EWQf0Vvbp2T1"
"Course","CHEM412","Electronic Structure of Atoms and Molecules","Chemistry","UBC","","aYKa87F0RMMx"
"Course","CHEM413","Bioorganic Chemistry","Chemistry","UBC","","32MAIPRxtGdW"
"Course","CHEM417","Nuclear Chemistry and Radiochemistry","Chemistry","UBC","","H4V3BkQxAj4A"
"Course","CHEM418","Organometallic Chemistry","Chemistry","UBC","","50xyzco4g807"
"Course","CHEM427","Applications of Materials Chemistry","Chemistry","UBC","","UeSL5yVPeAcv"
"Course","CHEM434","Principles of Chemical Separation","Chemistry","UBC","","9ECAMTVKTM8R"
"Course","CHEM445A","Projects in Experimental Chemistry - PROJCTS EXP CHEM","Chemistry","UBC","","u6GxbwL6TZCv"
"Course","CHEM445B","Projects in Experimental Chemistry - PROJCTS EXP CHEM","Chemistry","UBC","","jDalZUgjTbR4"
"Course","CHEM445C","Projects in Experimental Chemistry - PROJCTS EXP CHEM","Chemistry","UBC","","ASmjDfS9Ygez"
"Course","CHEM448A","Directed Studies in Chemistry - T1 DST CHEMISTRY","Chemistry","UBC","","YEjJbTslgzCk"
"Course","CHEM448B","Directed Studies in Chemistry - T2 DST CHEMISTRY","Chemistry","UBC","","VuStJR5Shymi"
"Course","CHEM448C","Directed Studies in Chemistry - DST CHEMISTRY","Chemistry","UBC","","YTjDoPEWOR23"
"Course","CHEM449","Seminar and Thesis","Chemistry","UBC","","jmFGXzu7A6VN"
"Course","CHEM460","Organic Synthesis: A Mechanistic Approach","Chemistry","UBC","","GpkREfE1fVNL"
"Course","CHEM461","Synthetic Chemical Biology","Chemistry","UBC","","5tpilZ650rdL"
"Course","CHEM473","Structure Determination and Reaction Analysis","Chemistry","UBC","","MSnkGmCuNuON"
"Course","CHEM498","Co-operative Work Placement III","Chemistry","UBC","","ZQy6qsr5qVmX"
"Course","CHEM499","Co-operative Work Placement IV","Chemistry","UBC","","n99LsGK0wbge"
"Course","CHEM501","Applications of Quantum Mechanics in Chemistry","Chemistry","UBC","","b54vkNE1HX7e"
"Course","CHEM502","Advanced Physical Chemistry of the Solid State","Chemistry","UBC","","Wn7N18VyYncy"
"Course","CHEM503","Equilibrium Statistical Mechanics in Chemistry","Chemistry","UBC","","EoKoQvzRnSe7"
"Course","CHEM514","Crystal Structures","Chemistry","UBC","","tEPTYADmpITC"
"Course","CHEM516A","Topics in Biophysical Chemistry - BIOPHYSICAL CHEM","Chemistry","UBC","","j80wv59vopbc"
"Course","CHEM516B","Topics in Biophysical Chemistry - BIOPHYSICAL CHEM","Chemistry","UBC","","V0Yhj8uPWRQj"
"Course","CHEM519A","Topics in Molecular Spectroscopy - TOP MOL SPECTROS","Chemistry","UBC","","ecJEm98LfO6D"
"Course","CHEM521B","Topics in Inorganic Chemistry - TOP INORGAN CHEM","Chemistry","UBC","","4Um8chYtgwzE"
"Course","CHEM524","Advanced Applications in Organometallic Chemistry","Chemistry","UBC","","bHWqG22XZPpq"
